model,random_state,test_size,ROC-AUC,PR-AUC,Accuracy
Random Forest,21,0.5,0.6391469594594594,0.3972263116818657,0.7448979591836735
Logistic Regression,21,0.5,0.6364020270270271,0.4022251204359567,0.576530612244898
Gradient Boosting,21,0.5,0.5927646396396397,0.3645396737770139,0.7193877551020408
Random Forest,21,0.5,0.6391469594594594,0.3972263116818657,0.7448979591836735
Logistic Regression,21,0.5,0.6364020270270271,0.4022251204359567,0.576530612244898
Gradient Boosting,21,0.5,0.5927646396396397,0.3645396737770139,0.7193877551020408
Random Forest,21,0.5,0.6391469594594594,0.3972263116818657,0.7448979591836735
Logistic Regression,21,0.5,0.6364020270270271,0.4022251204359567,0.576530612244898
Gradient Boosting,21,0.5,0.5927646396396397,0.3645396737770139,0.7193877551020408
Random Forest,42,0.5,0.5793918918918919,0.3808116183406114,0.7551020408163265
Logistic Regression,42,0.5,0.5398367117117118,0.2662544893030514,0.5255102040816326
Gradient Boosting,42,0.5,0.5463119369369369,0.2861329628851548,0.6632653061224489
Random Forest,42,0.5,0.5793918918918919,0.3808116183406114,0.7551020408163265
Logistic Regression,42,0.5,0.5398367117117118,0.2662544893030514,0.5255102040816326
Gradient Boosting,42,0.5,0.5463119369369369,0.2861329628851548,0.6632653061224489
Random Forest,42,0.5,0.5793918918918919,0.3808116183406114,0.7551020408163265
Logistic Regression,42,0.5,0.5398367117117118,0.2662544893030514,0.5255102040816326
Gradient Boosting,42,0.5,0.5463119369369369,0.2861329628851548,0.6632653061224489
Random Forest,0,0.66,0.5319080012957564,0.2771951537939967,0.7451737451737451
Logistic Regression,0,0.66,0.4828312277291869,0.2524639483336385,0.61003861003861
Gradient Boosting,0,0.66,0.5073291221250404,0.2441182579541651,0.6756756756756757
Random Forest,0,0.66,0.5319080012957564,0.2771951537939967,0.7451737451737451
Logistic Regression,0,0.66,0.4828312277291869,0.2524639483336385,0.61003861003861
Gradient Boosting,0,0.66,0.5073291221250404,0.2441182579541651,0.6756756756756757
Random Forest,0,0.66,0.5319080012957564,0.2771951537939967,0.7451737451737451
Logistic Regression,0,0.66,0.4828312277291869,0.2524639483336385,0.61003861003861
Gradient Boosting,0,0.66,0.5073291221250404,0.2441182579541651,0.6756756756756757
Random Forest,1,0.66,0.6195740200842241,0.3182419488568818,0.749034749034749
Logistic Regression,1,0.66,0.590217039196631,0.2923730215073041,0.5637065637065637
Gradient Boosting,1,0.66,0.6104632329122125,0.319550865345365,0.7027027027027027
Random Forest,1,0.66,0.6195740200842241,0.3182419488568818,0.749034749034749
Logistic Regression,1,0.66,0.590217039196631,0.2923730215073041,0.5637065637065637
Gradient Boosting,1,0.66,0.6104632329122125,0.319550865345365,0.7027027027027027
Random Forest,1,0.66,0.6195740200842241,0.3182419488568818,0.749034749034749
Logistic Regression,1,0.66,0.590217039196631,0.2923730215073041,0.5637065637065637
Gradient Boosting,1,0.66,0.6104632329122125,0.319550865345365,0.7027027027027027
Random Forest,2,0.66,0.5460803368966635,0.2669180545167955,0.7335907335907336
Logistic Regression,2,0.66,0.5461613216715258,0.2874682199756764,0.6293436293436293
Gradient Boosting,2,0.66,0.5052640103660512,0.2507108179711423,0.694980694980695
Random Forest,2,0.66,0.5460803368966635,0.2669180545167955,0.7335907335907336
Logistic Regression,2,0.66,0.5461613216715258,0.2874682199756764,0.6293436293436293
Gradient Boosting,2,0.66,0.5052640103660512,0.2507108179711423,0.694980694980695
Random Forest,2,0.66,0.5460803368966635,0.2669180545167955,0.7335907335907336
Logistic Regression,2,0.66,0.5461613216715258,0.2874682199756764,0.6293436293436293
Gradient Boosting,2,0.66,0.5052640103660512,0.2507108179711423,0.694980694980695
Random Forest,3,0.66,0.5933754454162617,0.3384971416625663,0.7606177606177607
Logistic Regression,3,0.66,0.5464042759961127,0.2803374135868919,0.5637065637065637
Gradient Boosting,3,0.66,0.5555555555555555,0.2916442146562479,0.6911196911196911
Random Forest,3,0.66,0.5933754454162617,0.3384971416625663,0.7606177606177607
Logistic Regression,3,0.66,0.5464042759961127,0.2803374135868919,0.5637065637065637
Gradient Boosting,3,0.66,0.5555555555555555,0.2916442146562479,0.6911196911196911
Random Forest,3,0.66,0.5933754454162617,0.3384971416625663,0.7606177606177607
Logistic Regression,3,0.66,0.5464042759961127,0.2803374135868919,0.5637065637065637
Gradient Boosting,3,0.66,0.5555555555555555,0.2916442146562479,0.6911196911196911
Random Forest,4,0.66,0.5499271137026237,0.3020507166961658,0.749034749034749
Logistic Regression,4,0.66,0.5492387431162942,0.2924809592512281,0.5945945945945946
Gradient Boosting,4,0.66,0.5264010366051182,0.2710311906416871,0.7104247104247104
Random Forest,4,0.66,0.5499271137026237,0.3020507166961658,0.749034749034749
Logistic Regression,4,0.66,0.5492387431162942,0.2924809592512281,0.5945945945945946
Gradient Boosting,4,0.66,0.5264010366051182,0.2710311906416871,0.7104247104247104
Random Forest,4,0.66,0.5499271137026237,0.3020507166961658,0.749034749034749
Logistic Regression,4,0.66,0.5492387431162942,0.2924809592512281,0.5945945945945946
Gradient Boosting,4,0.66,0.5264010366051182,0.2710311906416871,0.7104247104247104
Random Forest,5,0.66,0.637471655328798,0.3783261268961243,0.7683397683397684
Logistic Regression,5,0.66,0.5441367022999677,0.2942190669138136,0.5868725868725869
Gradient Boosting,5,0.66,0.5826044703595724,0.2980050554758179,0.6988416988416989
Random Forest,5,0.66,0.637471655328798,0.3783261268961243,0.7683397683397684
Logistic Regression,5,0.66,0.5441367022999677,0.2942190669138136,0.5868725868725869
Gradient Boosting,5,0.66,0.5826044703595724,0.2980050554758179,0.6988416988416989
Random Forest,5,0.66,0.637471655328798,0.3783261268961243,0.7683397683397684
Logistic Regression,5,0.66,0.5441367022999677,0.2942190669138136,0.5868725868725869
Gradient Boosting,5,0.66,0.5826044703595724,0.2980050554758179,0.6988416988416989
Random Forest,21,0.66,0.5865727243278264,0.3241433563756011,0.752895752895753
Logistic Regression,21,0.66,0.5536119209588598,0.2919909735880417,0.5173745173745173
Gradient Boosting,21,0.66,0.5372529964366699,0.2630248278458265,0.6640926640926641
Random Forest,21,0.66,0.5865727243278264,0.3241433563756011,0.752895752895753
Logistic Regression,21,0.66,0.5536119209588598,0.2919909735880417,0.5173745173745173
Gradient Boosting,21,0.66,0.5372529964366699,0.2630248278458265,0.6640926640926641
Random Forest,21,0.66,0.5865727243278264,0.3241433563756011,0.752895752895753
Logistic Regression,21,0.66,0.5536119209588598,0.2919909735880417,0.5173745173745173
Gradient Boosting,21,0.66,0.5372529964366699,0.2630248278458265,0.6640926640926641
Random Forest,42,0.66,0.5926465824425008,0.3595234265395003,0.7606177606177607
Logistic Regression,42,0.66,0.5488338192419825,0.2859211879693928,0.5675675675675675
Gradient Boosting,42,0.66,0.5590379008746356,0.304900891181425,0.6988416988416989
Random Forest,42,0.66,0.5926465824425008,0.3595234265395003,0.7606177606177607
Logistic Regression,42,0.66,0.5488338192419825,0.2859211879693928,0.5675675675675675
Gradient Boosting,42,0.66,0.5590379008746356,0.304900891181425,0.6988416988416989
Random Forest,42,0.66,0.5926465824425008,0.3595234265395003,0.7606177606177607
Logistic Regression,42,0.66,0.5488338192419825,0.2859211879693928,0.5675675675675675
Gradient Boosting,42,0.66,0.5590379008746356,0.304900891181425,0.6988416988416989
Random Forest,0,0.75,0.5604433777553212,0.2859298869866771,0.7414965986394558
Logistic Regression,0,0.75,0.5114633992294575,0.2474334407453473,0.564625850340136
Gradient Boosting,0,0.75,0.5057159098086276,0.2613731745125134,0.6904761904761905
Random Forest,0,0.75,0.5604433777553212,0.2859298869866771,0.7414965986394558
Logistic Regression,0,0.75,0.5114633992294575,0.2474334407453473,0.564625850340136
Gradient Boosting,0,0.75,0.5057159098086276,0.2613731745125134,0.6904761904761905
Random Forest,0,0.75,0.5604433777553212,0.2859298869866771,0.7414965986394558
Logistic Regression,0,0.75,0.5114633992294575,0.2474334407453473,0.564625850340136
Gradient Boosting,0,0.75,0.5057159098086276,0.2613731745125134,0.6904761904761905
Random Forest,1,0.75,0.6013389755573801,0.3256062157987404,0.7448979591836735
Logistic Regression,1,0.75,0.5854228510073896,0.2941978918191169,0.5544217687074829
Gradient Boosting,1,0.75,0.5618013010800227,0.2781639594678715,0.6938775510204082
Random Forest,1,0.75,0.6013389755573801,0.3256062157987404,0.7448979591836735
Logistic Regression,1,0.75,0.5854228510073896,0.2941978918191169,0.5544217687074829
Gradient Boosting,1,0.75,0.5618013010800227,0.2781639594678715,0.6938775510204082
Random Forest,1,0.75,0.6013389755573801,0.3256062157987404,0.7448979591836735
Logistic Regression,1,0.75,0.5854228510073896,0.2941978918191169,0.5544217687074829
Gradient Boosting,1,0.75,0.5618013010800227,0.2781639594678715,0.6938775510204082
Random Forest,2,0.75,0.5839070296216764,0.2994333123928667,0.7448979591836735
Logistic Regression,2,0.75,0.5839070296216762,0.2916531255782797,0.6666666666666666
Gradient Boosting,2,0.75,0.58074906840144,0.2966358473142695,0.717687074829932
Random Forest,2,0.75,0.5839070296216764,0.2994333123928667,0.7448979591836735
Logistic Regression,2,0.75,0.5839070296216762,0.2916531255782797,0.6666666666666666
Gradient Boosting,2,0.75,0.58074906840144,0.2966358473142695,0.717687074829932
Random Forest,2,0.75,0.5839070296216764,0.2994333123928667,0.7448979591836735
Logistic Regression,2,0.75,0.5839070296216762,0.2916531255782797,0.6666666666666666
Gradient Boosting,2,0.75,0.58074906840144,0.2966358473142695,0.717687074829932
Random Forest,3,0.75,0.5688751342133519,0.3129505032377084,0.7551020408163265
Logistic Regression,3,0.75,0.4863891871407819,0.2380679074036176,0.54421768707483
Gradient Boosting,3,0.75,0.5191688246068338,0.285214722270967,0.7312925170068028
Random Forest,3,0.75,0.5688751342133519,0.3129505032377084,0.7551020408163265
Logistic Regression,3,0.75,0.4863891871407819,0.2380679074036176,0.54421768707483
Gradient Boosting,3,0.75,0.5191688246068338,0.285214722270967,0.7312925170068028
Random Forest,3,0.75,0.5688751342133519,0.3129505032377084,0.7551020408163265
Logistic Regression,3,0.75,0.4863891871407819,0.2380679074036176,0.54421768707483
Gradient Boosting,3,0.75,0.5191688246068338,0.285214722270967,0.7312925170068028
Random Forest,4,0.75,0.5399797890481904,0.2844227470730423,0.7517006802721088
Logistic Regression,4,0.75,0.5461378134276511,0.2735873494809442,0.5918367346938775
Gradient Boosting,4,0.75,0.5237794479883787,0.2999249495792693,0.6938775510204082
Random Forest,4,0.75,0.5399797890481904,0.2844227470730423,0.7517006802721088
Logistic Regression,4,0.75,0.5461378134276511,0.2735873494809442,0.5918367346938775
Gradient Boosting,4,0.75,0.5237794479883787,0.2999249495792693,0.6938775510204082
Random Forest,4,0.75,0.5399797890481904,0.2844227470730423,0.7517006802721088
Logistic Regression,4,0.75,0.5461378134276511,0.2735873494809442,0.5918367346938775
Gradient Boosting,4,0.75,0.5237794479883787,0.2999249495792693,0.6938775510204082
Random Forest,5,0.75,0.634465988757658,0.3427558080887428,0.7517006802721088
Logistic Regression,5,0.75,0.582580685909177,0.3062026836973849,0.5884353741496599
Gradient Boosting,5,0.75,0.6187077622686793,0.2989338576660327,0.6904761904761905
Random Forest,5,0.75,0.634465988757658,0.3427558080887428,0.7517006802721088
Logistic Regression,5,0.75,0.582580685909177,0.3062026836973849,0.5884353741496599
Gradient Boosting,5,0.75,0.6187077622686793,0.2989338576660327,0.6904761904761905
Random Forest,5,0.75,0.634465988757658,0.3427558080887428,0.7517006802721088
Logistic Regression,5,0.75,0.582580685909177,0.3062026836973849,0.5884353741496599
Gradient Boosting,5,0.75,0.6187077622686793,0.2989338576660327,0.6904761904761905
Random Forest,21,0.75,0.550148424177351,0.3494871301740526,0.7619047619047619
Logistic Regression,21,0.75,0.5384323880502748,0.3001112492260533,0.5510204081632653
Gradient Boosting,21,0.75,0.5336322869955158,0.286439414779853,0.7074829931972789
Random Forest,21,0.75,0.550148424177351,0.3494871301740526,0.7619047619047619
Logistic Regression,21,0.75,0.5384323880502748,0.3001112492260533,0.5510204081632653
Gradient Boosting,21,0.75,0.5336322869955158,0.286439414779853,0.7074829931972789
Random Forest,21,0.75,0.550148424177351,0.3494871301740526,0.7619047619047619
Logistic Regression,21,0.75,0.5384323880502748,0.3001112492260533,0.5510204081632653
Gradient Boosting,21,0.75,0.5336322869955158,0.286439414779853,0.7074829931972789
Random Forest,42,0.75,0.6026021600454746,0.3963303582438748,0.7585034013605442
Logistic Regression,42,0.75,0.5852965325585802,0.3391700365908351,0.5578231292517006
Gradient Boosting,42,0.75,0.5747489420829912,0.3383946482698152,0.7108843537414966
Random Forest,42,0.75,0.6026021600454746,0.3963303582438748,0.7585034013605442
Logistic Regression,42,0.75,0.5852965325585802,0.3391700365908351,0.5578231292517006
Gradient Boosting,42,0.75,0.5747489420829912,0.3383946482698152,0.7108843537414966
Random Forest,42,0.75,0.6026021600454746,0.3963303582438748,0.7585034013605442
Logistic Regression,42,0.75,0.5852965325585802,0.3391700365908351,0.5578231292517006
Gradient Boosting,42,0.75,0.5747489420829912,0.3383946482698152,0.7108843537414966
Random Forest,0,0.8,0.5402509438152343,0.2725162100056546,0.7507987220447284
Logistic Regression,0,0.8,0.5445258716411282,0.2644415785552294,0.5878594249201278
Gradient Boosting,0,0.8,0.5144348212302908,0.2601800293290119,0.6613418530351438
Random Forest,0,0.8,0.5402509438152343,0.2725162100056546,0.7507987220447284
Logistic Regression,0,0.8,0.5445258716411282,0.2644415785552294,0.5878594249201278
Gradient Boosting,0,0.8,0.5144348212302908,0.2601800293290119,0.6613418530351438
Random Forest,0,0.8,0.5402509438152343,0.2725162100056546,0.7507987220447284
Logistic Regression,0,0.8,0.5445258716411282,0.2644415785552294,0.5878594249201278
Gradient Boosting,0,0.8,0.5144348212302908,0.2601800293290119,0.6613418530351438
Random Forest,1,0.8,0.6065123251165889,0.3082148670341793,0.744408945686901
Logistic Regression,1,0.8,0.5432489451476793,0.2966499354350096,0.597444089456869
Gradient Boosting,1,0.8,0.6117588274483678,0.3229877800888558,0.6996805111821086
Random Forest,1,0.8,0.6065123251165889,0.3082148670341793,0.744408945686901
Logistic Regression,1,0.8,0.5432489451476793,0.2966499354350096,0.597444089456869
Gradient Boosting,1,0.8,0.6117588274483678,0.3229877800888558,0.6996805111821086
Random Forest,1,0.8,0.6065123251165889,0.3082148670341793,0.744408945686901
Logistic Regression,1,0.8,0.5432489451476793,0.2966499354350096,0.597444089456869
Gradient Boosting,1,0.8,0.6117588274483678,0.3229877800888558,0.6996805111821086
Random Forest,2,0.8,0.5893015767266266,0.3057600202448238,0.731629392971246
Logistic Regression,2,0.8,0.5662891405729514,0.284976363927012,0.645367412140575
Gradient Boosting,2,0.8,0.5836109260493005,0.2922552788925605,0.7124600638977636
Random Forest,2,0.8,0.5893015767266266,0.3057600202448238,0.731629392971246
Logistic Regression,2,0.8,0.5662891405729514,0.284976363927012,0.645367412140575
Gradient Boosting,2,0.8,0.5836109260493005,0.2922552788925605,0.7124600638977636
Random Forest,2,0.8,0.5893015767266266,0.3057600202448238,0.731629392971246
Logistic Regression,2,0.8,0.5662891405729514,0.284976363927012,0.645367412140575
Gradient Boosting,2,0.8,0.5836109260493005,0.2922552788925605,0.7124600638977636
Random Forest,3,0.8,0.5887463912946924,0.3658375100118156,0.7603833865814696
Logistic Regression,3,0.8,0.5470242060848324,0.2931292047157626,0.6166134185303515
Gradient Boosting,3,0.8,0.5073839662447258,0.2781715033402562,0.7060702875399361
Random Forest,3,0.8,0.5887463912946924,0.3658375100118156,0.7603833865814696
Logistic Regression,3,0.8,0.5470242060848324,0.2931292047157626,0.6166134185303515
Gradient Boosting,3,0.8,0.5073839662447258,0.2781715033402562,0.7060702875399361
Random Forest,3,0.8,0.5887463912946924,0.3658375100118156,0.7603833865814696
Logistic Regression,3,0.8,0.5470242060848324,0.2931292047157626,0.6166134185303515
Gradient Boosting,3,0.8,0.5073839662447258,0.2781715033402562,0.7060702875399361
Random Forest,4,0.8,0.542221852098601,0.3226155970663553,0.7539936102236422
Logistic Regression,4,0.8,0.5279258272262936,0.2829619404965979,0.5750798722044729
Gradient Boosting,4,0.8,0.5173217854763491,0.2690295750056573,0.6964856230031949
Random Forest,4,0.8,0.542221852098601,0.3226155970663553,0.7539936102236422
Logistic Regression,4,0.8,0.5279258272262936,0.2829619404965979,0.5750798722044729
Gradient Boosting,4,0.8,0.5173217854763491,0.2690295750056573,0.6964856230031949
Random Forest,4,0.8,0.542221852098601,0.3226155970663553,0.7539936102236422
Logistic Regression,4,0.8,0.5279258272262936,0.2829619404965979,0.5750798722044729
Gradient Boosting,4,0.8,0.5173217854763491,0.2690295750056573,0.6964856230031949
Random Forest,5,0.8,0.6058738618698645,0.3205374962780059,0.7476038338658147
Logistic Regression,5,0.8,0.5647901399067289,0.2806405430895982,0.6006389776357828
Gradient Boosting,5,0.8,0.513268931823229,0.257813631050133,0.6932907348242812
Random Forest,5,0.8,0.6058738618698645,0.3205374962780059,0.7476038338658147
Logistic Regression,5,0.8,0.5647901399067289,0.2806405430895982,0.6006389776357828
Gradient Boosting,5,0.8,0.513268931823229,0.257813631050133,0.6932907348242812
Random Forest,5,0.8,0.6058738618698645,0.3205374962780059,0.7476038338658147
Logistic Regression,5,0.8,0.5647901399067289,0.2806405430895982,0.6006389776357828
Gradient Boosting,5,0.8,0.513268931823229,0.257813631050133,0.6932907348242812
Random Forest,21,0.8,0.5949644681323563,0.3681511532141515,0.7507987220447284
Logistic Regression,21,0.8,0.5661225849433711,0.2903188133057068,0.5399361022364217
Gradient Boosting,21,0.8,0.5671774372640462,0.3196372645437602,0.6805111821086262
Random Forest,21,0.8,0.5949644681323563,0.3681511532141515,0.7507987220447284
Logistic Regression,21,0.8,0.5661225849433711,0.2903188133057068,0.5399361022364217
Gradient Boosting,21,0.8,0.5671774372640462,0.3196372645437602,0.6805111821086262
Random Forest,21,0.8,0.5949644681323563,0.3681511532141515,0.7507987220447284
Logistic Regression,21,0.8,0.5661225849433711,0.2903188133057068,0.5399361022364217
Gradient Boosting,21,0.8,0.5671774372640462,0.3196372645437602,0.6805111821086262
Random Forest,42,0.8,0.6160615145458582,0.3592826106748065,0.7348242811501597
Logistic Regression,42,0.8,0.5970464135021096,0.3266075847863071,0.5878594249201278
Gradient Boosting,42,0.8,0.5636797690428603,0.3088556199518954,0.7156549520766773
Random Forest,42,0.8,0.6160615145458582,0.3592826106748065,0.7348242811501597
Logistic Regression,42,0.8,0.5970464135021096,0.3266075847863071,0.5878594249201278
Gradient Boosting,42,0.8,0.5636797690428603,0.3088556199518954,0.7156549520766773
Random Forest,42,0.8,0.6160615145458582,0.3592826106748065,0.7348242811501597
Logistic Regression,42,0.8,0.5970464135021096,0.3266075847863071,0.5878594249201278
Gradient Boosting,42,0.8,0.5636797690428603,0.3088556199518954,0.7156549520766773
Random Forest,0,0.9,0.5282173456898059,0.264582315655456,0.7357954545454546
Logistic Regression,0,0.9,0.5517135862913096,0.2787902929238789,0.6392045454545454
Gradient Boosting,0,0.9,0.507562510928484,0.285692591528744,0.7301136363636364
Random Forest,0,0.9,0.5282173456898059,0.264582315655456,0.7357954545454546
Logistic Regression,0,0.9,0.5517135862913096,0.2787902929238789,0.6392045454545454
Gradient Boosting,0,0.9,0.507562510928484,0.285692591528744,0.7301136363636364
Random Forest,0,0.9,0.5282173456898059,0.264582315655456,0.7357954545454546
Logistic Regression,0,0.9,0.5517135862913096,0.2787902929238789,0.6392045454545454
Gradient Boosting,0,0.9,0.507562510928484,0.285692591528744,0.7301136363636364
Random Forest,1,0.9,0.5000218569680014,0.2435761333524047,0.7329545454545454
Logistic Regression,1,0.9,0.4409424724602203,0.2311117143851684,0.5170454545454546
Gradient Boosting,1,0.9,0.4941641895436265,0.2460473380815583,0.6392045454545454
Random Forest,1,0.9,0.5000218569680014,0.2435761333524047,0.7329545454545454
Logistic Regression,1,0.9,0.4409424724602203,0.2311117143851684,0.5170454545454546
Gradient Boosting,1,0.9,0.4941641895436265,0.2460473380815583,0.6392045454545454
Random Forest,1,0.9,0.5000218569680014,0.2435761333524047,0.7329545454545454
Logistic Regression,1,0.9,0.4409424724602203,0.2311117143851684,0.5170454545454546
Gradient Boosting,1,0.9,0.4941641895436265,0.2460473380815583,0.6392045454545454
Random Forest,2,0.9,0.5455717782829166,0.267079876668115,0.7414772727272727
Logistic Regression,2,0.9,0.550139884595209,0.2718708677477066,0.6022727272727273
Gradient Boosting,2,0.9,0.5353208602902605,0.2654050136289178,0.6363636363636364
Random Forest,2,0.9,0.5455717782829166,0.267079876668115,0.7414772727272727
Logistic Regression,2,0.9,0.550139884595209,0.2718708677477066,0.6022727272727273
Gradient Boosting,2,0.9,0.5353208602902605,0.2654050136289178,0.6363636363636364
Random Forest,2,0.9,0.5455717782829166,0.267079876668115,0.7414772727272727
Logistic Regression,2,0.9,0.550139884595209,0.2718708677477066,0.6022727272727273
Gradient Boosting,2,0.9,0.5353208602902605,0.2654050136289178,0.6363636363636364
Random Forest,3,0.9,0.5328073089700995,0.2968705646629007,0.7528409090909091
Logistic Regression,3,0.9,0.5430582269627556,0.2900600346845725,0.6676136363636364
Gradient Boosting,3,0.9,0.5229279594334674,0.2777331433967003,0.7215909090909091
Random Forest,3,0.9,0.5328073089700995,0.2968705646629007,0.7528409090909091
Logistic Regression,3,0.9,0.5430582269627556,0.2900600346845725,0.6676136363636364
Gradient Boosting,3,0.9,0.5229279594334674,0.2777331433967003,0.7215909090909091
Random Forest,3,0.9,0.5328073089700995,0.2968705646629007,0.7528409090909091
Logistic Regression,3,0.9,0.5430582269627556,0.2900600346845725,0.6676136363636364
Gradient Boosting,3,0.9,0.5229279594334674,0.2777331433967003,0.7215909090909091
Random Forest,4,0.9,0.5038468263682462,0.2472359048045172,0.7386363636363636
Logistic Regression,4,0.9,0.4888966602552894,0.2481852698745521,0.6051136363636364
Gradient Boosting,4,0.9,0.5157807308970099,0.2562680636932121,0.7244318181818182
Random Forest,4,0.9,0.5038468263682462,0.2472359048045172,0.7386363636363636
Logistic Regression,4,0.9,0.4888966602552894,0.2481852698745521,0.6051136363636364
Gradient Boosting,4,0.9,0.5157807308970099,0.2562680636932121,0.7244318181818182
Random Forest,4,0.9,0.5038468263682462,0.2472359048045172,0.7386363636363636
Logistic Regression,4,0.9,0.4888966602552894,0.2481852698745521,0.6051136363636364
Gradient Boosting,4,0.9,0.5157807308970099,0.2562680636932121,0.7244318181818182
Random Forest,5,0.9,0.5003934254240252,0.2515056244369592,0.7414772727272727
Logistic Regression,5,0.9,0.4476307046686483,0.2203997013913513,0.6221590909090909
Gradient Boosting,5,0.9,0.4998688581919916,0.2628297133828244,0.6789772727272727
Random Forest,5,0.9,0.5003934254240252,0.2515056244369592,0.7414772727272727
Logistic Regression,5,0.9,0.4476307046686483,0.2203997013913513,0.6221590909090909
Gradient Boosting,5,0.9,0.4998688581919916,0.2628297133828244,0.6789772727272727
Random Forest,5,0.9,0.5003934254240252,0.2515056244369592,0.7414772727272727
Logistic Regression,5,0.9,0.4476307046686483,0.2203997013913513,0.6221590909090909
Gradient Boosting,5,0.9,0.4998688581919916,0.2628297133828244,0.6789772727272727
Random Forest,21,0.9,0.5653304773561811,0.3197756410454684,0.7443181818181818
Logistic Regression,21,0.9,0.5426210876027278,0.274617885735219,0.5397727272727273
Gradient Boosting,21,0.9,0.4804161566707466,0.2409119948641868,0.5653409090909091
Random Forest,21,0.9,0.5653304773561811,0.3197756410454684,0.7443181818181818
Logistic Regression,21,0.9,0.5426210876027278,0.274617885735219,0.5397727272727273
Gradient Boosting,21,0.9,0.4804161566707466,0.2409119948641868,0.5653409090909091
Random Forest,21,0.9,0.5653304773561811,0.3197756410454684,0.7443181818181818
Logistic Regression,21,0.9,0.5426210876027278,0.274617885735219,0.5397727272727273
Gradient Boosting,21,0.9,0.4804161566707466,0.2409119948641868,0.5653409090909091
Random Forest,42,0.9,0.5804117852771463,0.3272846573588264,0.75
Logistic Regression,42,0.9,0.5666637524042666,0.2767171430253421,0.5965909090909091
Gradient Boosting,42,0.9,0.5286763420178353,0.2695193243468252,0.65625
Random Forest,42,0.9,0.5804117852771463,0.3272846573588264,0.75
Logistic Regression,42,0.9,0.5666637524042666,0.2767171430253421,0.5965909090909091
Gradient Boosting,42,0.9,0.5286763420178353,0.2695193243468252,0.65625
Random Forest,42,0.9,0.5804117852771463,0.3272846573588264,0.75
Logistic Regression,42,0.9,0.5666637524042666,0.2767171430253421,0.5965909090909091
Gradient Boosting,42,0.9,0.5286763420178353,0.26951932434682524,0.65625
