model,random_state,test_size,n_epochs,margin,batch_size,learning_rate,weight_decay,scheduler_step_size,scheduler_gamma,ROC-AUC,PR-AUC,Accuracy
Contrastive,3,0.66,100,0.3,32,0.0005,1e-08,300,0.01,0.5716749644381223,0.2855808481613811,0.680306905370844
Contrastive,4,0.66,100,0.3,32,0.0005,1e-08,300,0.01,0.5609086059743955,0.2951006791588184,0.7071611253196931
Contrastive,4,0.66,100,0.3,32,0.0005,1e-08,300,0.01,0.6009246088193456,0.3266392991433316,0.710997442455243
Contrastive,4,0.66,100,0.3,32,0.0005,1e-08,300,0.01,0.6035917496443812,0.3288302325150962,0.7084398976982097
Contrastive,5,0.66,100,0.3,32,0.0005,1e-08,300,0.01,0.5485552987197724,0.2749870242932803,0.6892583120204604
Contrastive,5,0.66,100,0.3,32,0.0005,1e-08,300,0.01,0.5669585704125177,0.3042088204360342,0.6841432225063938
Contrastive,5,0.66,100,0.3,32,0.0005,1e-08,300,0.01,0.5668296586059745,0.2914700784863103,0.6943734015345269
Contrastive,21,0.66,100,0.3,32,0.0005,1e-08,300,0.01,0.5660739687055477,0.2980965293773023,0.7007672634271099
Contrastive,21,0.66,100,0.3,32,0.0005,1e-08,300,0.01,0.582156827880512,0.2949153409241762,0.7007672634271099
Contrastive,21,0.66,100,0.3,32,0.0005,1e-08,300,0.01,0.5360819701280228,0.2613839869477697,0.6854219948849105
Contrastive,42,0.66,100,0.3,32,0.0005,1e-08,300,0.01,0.544643492176387,0.27774750454623,0.6892583120204604
Contrastive,42,0.66,100,0.3,32,0.0005,1e-08,300,0.01,0.5539206970128023,0.279078686937037,0.680306905370844
Contrastive,42,0.66,100,0.3,32,0.0005,1e-08,300,0.01,0.5286895448079658,0.26588727011453,0.670076726342711
Contrastive,0,0.75,100,0.3,32,0.0005,1e-08,300,0.01,0.5584973131025762,0.2817945325725067,0.6965046888320545
Contrastive,0,0.75,100,0.3,32,0.0005,1e-08,300,0.01,0.5470898530109056,0.2817202328722686,0.6939471440750213
Contrastive,0,0.75,100,0.3,32,0.0005,1e-08,300,0.01,0.5530859807175597,0.2769990926604896,0.710997442455243
Contrastive,1,0.75,100,0.3,32,0.0005,1e-08,300,0.01,0.5369487908961593,0.2693393440832362,0.6930946291560103
Contrastive,1,0.75,100,0.3,32,0.0005,1e-08,300,0.01,0.5113956061324483,0.2583381763599621,0.6768968456947997
Contrastive,1,0.75,100,0.3,32,0.0005,1e-08,300,0.01,0.5591690374585112,0.2843496890341067,0.6845694799658995
Contrastive,2,0.75,100,0.3,32,0.0005,1e-08,300,0.01,0.5499229492650546,0.2714326890296191,0.6786018755328218
Contrastive,2,0.75,100,0.3,32,0.0005,1e-08,300,0.01,0.5907361308677098,0.293059259431503,0.7152600170502984
Contrastive,2,0.75,100,0.3,32,0.0005,1e-08,300,0.01,0.565771692745377,0.2752544218293348,0.6973572037510657
Contrastive,3,0.75,100,0.3,32,0.0005,1e-08,300,0.01,0.5552908171329224,0.2810078618043308,0.7041773231031543
Contrastive,3,0.75,100,0.3,32,0.0005,1e-08,300,0.01,0.5530286865813181,0.2797395639705706,0.6845694799658995
